832,2014-04-06T20:21:58.444Z,214717095,0
832,2014-04-06T20:21:59.677Z,214717095,0
833,2014-04-02T17:51:21.363Z,214826803,0
833,2014-04-02T17:51:44.743Z,214821285,0
833,2014-04-02T18:03:39.975Z,214826897,0
833,2014-04-02T18:05:21.379Z,214826801,0
838,2014-04-01T18:18:04.054Z,214601040,0
838,2014-04-01T18:18:42.020Z,214601040,0
838,2014-04-01T18:19:10.989Z,214601040,0
838,2014-04-01T18:19:16.631Z,214601042,0
839,2014-04-07T20:00:19.150Z,214702907,0
839,2014-04-07T20:02:25.507Z,214718158,0
839,2014-04-07T20:04:58.190Z,214701309,0
836,2014-04-05T05:32:04.411Z,214832655,0
836,2014-04-05T05:33:44.536Z,214832655,0
836,2014-04-05T05:36:53.214Z,214716984,0
836,2014-04-05T05:40:14.812Z,214717007,0
837,2014-04-04T18:57:06.964Z,214645618,0
837,2014-04-04T18:58:12.292Z,214574777,0
842,2014-04-02T15:49:03.264Z,214532070,0
842,2014-04-02T15:50:58.378Z,214684385,0
842,2014-04-02T15:52:43.151Z,214552089,0
843,2014-04-07T19:44:05.544Z,214716971,0
843,2014-04-07T19:45:35.129Z,214716941,0
841,2014-04-01T09:52:53.582Z,214716930,0
841,2014-04-01T09:53:07.691Z,214716930,0
841,2014-04-01T09:53:24.945Z,214716930,0
841,2014-04-01T09:54:30.997Z,214716935,0
841,2014-04-01T09:54:59.510Z,214832653,0
841,2014-04-01T09:56:42.657Z,214832655,0
841,2014-04-01T09:57:23.046Z,214832653,0
841,2014-04-01T09:58:41.773Z,214832653,0
846,2014-04-03T07:43:40.178Z,214748336,0
846,2014-04-03T07:44:39.259Z,214821377,0
847,2014-04-03T15:06:54.663Z,214718220,0
847,2014-04-03T15:07:06.168Z,214821017,0
844,2014-04-05T18:06:45.114Z,214709685,0
844,2014-04-05T18:06:47.025Z,214709685,0
844,2014-04-05T18:09:04.954Z,214820240,0
844,2014-04-05T18:09:06.376Z,214820240,0
844,2014-04-05T18:10:56.401Z,214706441,0
844,2014-04-05T18:10:57.942Z,214706441,0
956,2014-04-06T09:56:29.662Z,214748265,0
956,2014-04-06T09:57:27.114Z,214549346,0
956,2014-04-06T09:58:12.847Z,214553578,0
956,2014-04-06T09:58:15.382Z,214553578,0
956,2014-04-06T09:58:47.717Z,214549346,0
956,2014-04-06T09:59:04.846Z,214708035,0
956,2014-04-06T10:02:50.084Z,214708035,0
956,2014-04-06T10:05:36.163Z,214821309,0
956,2014-04-06T10:05:38.848Z,214821309,0
956,2014-04-06T10:08:10.387Z,214551617,0
956,2014-04-06T10:13:12.953Z,214821309,0
956,2014-04-06T10:13:15.481Z,214821309,0
957,2014-04-02T20:45:25.984Z,214821037,0
957,2014-04-02T20:47:18.354Z,214539262,0
957,2014-04-02T20:47:19.218Z,214539262,0
958,2014-04-01T03:24:38.436Z,214586825,0
958,2014-04-01T03:24:38.682Z,214613638,0
959,2014-04-04T16:36:14.933Z,214821373,0
959,2014-04-04T16:36:16.199Z,214821373,0
959,2014-04-04T16:37:52.024Z,214821373,0
959,2014-04-04T16:43:43.608Z,214748287,0
959,2014-04-04T16:48:43.948Z,214821373,0
959,2014-04-04T16:48:44.987Z,214821373,0
959,2014-04-04T16:49:16.601Z,214821373,0
959,2014-04-04T16:49:17.670Z,214821373,0
959,2014-04-04T16:55:54.544Z,214577302,0
959,2014-04-04T17:08:30.125Z,214577302,0
959,2014-04-04T17:30:49.756Z,214642560,0
959,2014-04-04T17:32:09.328Z,214642560,0
952,2014-04-05T21:56:21.695Z,214843395,0
952,2014-04-05T22:04:12.770Z,214839643,0
953,2014-04-06T12:48:32.244Z,214702702,0
953,2014-04-06T12:50:00.357Z,214601424,0
954,2014-04-05T13:40:43.294Z,214827020,0
954,2014-04-05T13:43:29.273Z,214827020,0
954,2014-04-05T13:47:26.852Z,214821272,0
954,2014-04-05T13:52:55.017Z,214821272,0
954,2014-04-05T13:54:25.261Z,214821272,0
954,2014-04-05T13:54:59.958Z,214821272,0
954,2014-04-05T13:55:12.733Z,214827030,0
954,2014-04-05T13:56:13.845Z,214827030,0
948,2014-04-06T11:25:47.476Z,214826955,0
948,2014-04-06T11:34:47.732Z,214574777,0
949,2014-04-03T18:58:04.755Z,214820441,0
949,2014-04-03T18:58:38.738Z,214586692,0
949,2014-04-03T18:59:05.308Z,214829741,0
949,2014-04-03T18:59:55.440Z,214820842,0
949,2014-04-03T19:00:12.557Z,214820842,0
951,2014-04-07T11:23:29.433Z,214826925,0
951,2014-04-07T11:23:31.965Z,214826925,0
951,2014-04-07T11:25:16.962Z,214826925,0
951,2014-04-07T11:26:35.283Z,214826837,0
951,2014-04-07T11:26:36.930Z,214826837,0
944,2014-04-01T16:58:59.973Z,214582952,0
944,2014-04-01T17:00:38.443Z,214582952,0
946,2014-04-02T14:16:49.929Z,214826874,0
947,2014-04-03T13:35:27.797Z,214826953,0
941,2014-04-02T18:25:29.389Z,214572182,0
941,2014-04-02T18:27:08.628Z,214572234,0
941,2014-04-02T18:27:56.720Z,214821017,0
941,2014-04-02T18:28:28.869Z,214819547,0
941,2014-04-02T18:29:16.843Z,214821015,0
941,2014-04-02T18:30:19.990Z,214718167,0
941,2014-04-02T18:31:07.548Z,214821020,0
941,2014-04-02T18:32:22.002Z,214819550,0
943,2014-04-01T16:43:42.956Z,214644320,0
943,2014-04-01T16:46:58.537Z,214644320,0
942,2014-04-03T08:18:06.426Z,214511334,0
942,2014-04-03T08:24:25.785Z,214821343,0
942,2014-04-03T08:25:59.972Z,214511334,0
942,2014-04-03T08:26:04.754Z,214821343,0
942,2014-04-03T08:34:26.470Z,214800266,0
942,2014-04-03T08:35:35.705Z,214511334,0
937,2014-04-02T17:44:49.417Z,214841006,0
937,2014-04-02T17:45:02.533Z,214841006,0
936,2014-04-05T17:11:44.956Z,214826705,0
936,2014-04-05T17:12:04.286Z,214826705,0
936,2014-04-05T17:12:27.977Z,214826705,0
939,2014-04-06T16:16:05.628Z,214837487,0
939,2014-04-06T16:16:19.540Z,214837490,0
939,2014-04-06T16:16:51.773Z,214837483,0
939,2014-04-06T16:17:06.848Z,214837485,0
